STRUCTURE_NUMBER_008,ADT_029,STRUCTURE_LEN_MT_049,DECK_WIDTH_MT_052,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060
34607,20,8.8,6.4,9,9,9
34609,300,7.5,8,N,N,N
3461,738,10.1,0,N,N,N
34610,10,21.5,7.4,8,9,9
34611,250,55.8,7.9,9,9,9
34612,35,17.1,7.3,8,8,9
34613,100,12,7.9,8,9,9
34614,12195,42.4,13,7,9,9
34615,20,13.7,6,9,9,7
34616,10,10.1,6.9,8,8,8
34617,10,10.1,7,8,8,8
34618,5321,193.2,13,7,9,9
34619,1088,25.3,9.3,6,6,8
34620,50,18.7,7.2,9,7,7
34621,7742,67.4,12.4,8,9,9
34622,100,7.8,8.1,9,7,7
34623,75,9,8.5,7,7,7
34624,100,9.4,8.1,9,7,7
34625,25,9.4,8.1,8,7,7
34626,150,15.8,21.9,N,N,N
34627,100,10.4,9.8,N,N,N
34628,200,8.1,9.4,N,N,N
34629,46,6.8,6.8,7,6,5
34630,352,45.6,8.1,8,8,9
34631,320,37,8.1,8,8,9
34632,6500,9.4,15.2,N,N,N
34633,29,18.9,7.8,9,8,7
34634,2,26.7,10.4,9,9,8
34635,400,15.2,7.9,6,8,7
34636,400,15.2,7.9,7,8,7
34637,400,15.2,11,9,8,7
34638,1200,15.2,11,7,8,7
34639,1200,15.2,11,8,8,7
3464,14727,113.1,23,6,5,6
34640,257,44,8.1,7,9,9
34641,270,31.6,9.1,6,5,6
34642,12294,12.4,7.3,8,9,9
34643,207,30.9,8.1,8,9,9
34644,5000,9.4,0,N,N,N
34645,4000,19.5,11,N,N,N
34646,250,10.2,0,N,N,N
34647,1539,60.7,8.7,9,8,9
34648,30,12,7.5,8,8,8
34649,10,11,7.5,8,8,8
3465,40224,62.5,16.6,7,7,7
34650,150,14.9,8.1,7,7,8
34651,100,12.2,7.5,8,7,8
34652,75,15.5,7.5,8,7,7
34653,10,8.8,6.5,9,7,9
34654,20,7.2,6.7,9,7,9
34655,302,51.5,8.1,8,9,9
34656,14233,11,18,N,N,N
34657,302,34.9,8.1,8,9,9
34658,1132,10.7,7.9,N,N,N
34659,15,10.5,8.5,N,N,N
3466,42580,59.2,12.6,7,7,7
34660,950,76.1,7.9,9,9,9
34661,950,50.6,7.9,9,9,9
34662,2550,30.3,12.8,8,9,9
34663,35,10.7,9.4,N,N,N
34664,60551,272.8,11.8,7,6,8
34665,30,9.1,4.9,9,7,9
34666,50,40.5,7.5,9,9,9
34667,60551,77.1,6.9,7,9,8
34668,20,19.8,8.7,9,9,9
34669,25,6.8,5.2,N,N,N
3467,14727,12.3,0,N,N,N
34670,35,6.6,0,N,N,N
34671,50,11,7.5,9,9,9
34672,25,9.8,7.5,9,8,9
34673,200,24.7,7.5,8,7,9
34674,50,11,7.5,8,9,9
34675,200,8,7.5,9,7,9
34676,50,24.4,7.5,8,8,9
34677,270,83.5,9.1,9,9,9
34678,40,16.2,7.7,9,9,9
34679,25,11.3,6.8,8,8,9
3468,400,68,9,7,8,6
34680,40,14,7,8,8,8
34681,30,11.3,6.9,9,9,9
34682,523,54.5,10.6,9,9,9
34683,50,12.2,7.4,9,9,9
34684,15,24.4,4.9,9,9,9
34685,10,9.1,4.9,9,9,9
34686,50,27.4,7.5,6,6,7
34687,7356,59.1,10.7,9,9,9
34688,20,7,5.6,N,N,N
34689,150,46.3,7.3,9,9,9
3469,178,91.7,9,6,6,7
34690,7356,59.1,12.6,9,9,9
34691,100,11.3,7.8,7,7,8
34692,139,25.6,10.1,7,7,8
34693,50,21.5,7.5,9,9,9
34694,380,16.3,7.3,8,9,9
34695,35,18.3,7.3,8,9,9
34696,50,21.3,7.5,9,9,9
34697,100,13.5,11,9,9,9
34698,100,24.4,7.3,9,9,9
34699,1050,19.2,11,8,8,7
347,3648,6.3,9.8,N,N,N
3470,178,45.1,9,6,6,7
34700,50,27.4,7.5,8,9,9
34701,950,11.3,10.1,8,9,9
34702,35,17.4,7.3,9,9,9
34703,30,25,8.2,7,9,9
34704,150,25,8.5,9,7,9
34705,15000,16.2,12.4,8,9,9
34706,13988,9.4,12.4,8,9,8
34707,306,9.8,12.3,N,N,N
34708,163,9.1,12.3,N,N,N
3471,460,48.5,10.8,6,6,7
34716,25,6.9,6.7,N,N,N
34717,5,8.2,4.9,N,N,N
34719,5,6.2,4.3,N,N,N
3472,1668,106.4,10.8,7,7,6
34720,15,7.7,5.5,N,N,N
34721,35,40.5,6.9,9,9,9
34722,1462,15.2,11,7,9,9
34723,40,19.5,4.9,8,8,8
34724,50,7.6,6.7,8,9,9
34725,48,25.9,8,8,9,9
34726,48,18.4,8.2,9,9,9
34727,44,15.2,5.8,7,7,8
34729,50,25.3,6.2,9,9,9
3473,1639,39.6,10.8,7,7,8
34730,15,46.3,8.1,9,9,9
34731,8700,66.9,18.3,9,9,9
34732,35,26,7.5,9,9,9
34733,5,15.2,6.9,9,9,9
34734,10,42.1,7.5,8,8,9
34735,15,28.3,7.5,9,9,9
34736,40,8.8,10.2,N,N,N
34737,20,7.3,0,N,N,N
34738,20,6.7,0,N,N,N
34739,100,17.7,6.8,9,9,9
3474,1049,45.1,12.6,7,7,8
34740,35,18.3,7.5,9,8,9
34741,50,33.5,7.5,9,9,9
34742,500,93,12.4,8,9,9
34743,500,77.4,12.4,8,9,9
34744,500,113.7,14.5,9,9,9
34745,20,63.1,6.9,9,9,9
34746,1536,10.2,7.3,N,N,N
34747,10,12.1,5.6,7,6,6
34748,30,24.4,7,7,7,8
34749,5,57.9,8.2,9,9,9
3475,722,21.6,8.1,7,8,6
34752,15,13.2,6.3,9,7,9
34753,15,18.2,6.4,9,9,9
34754,5,12,6.4,9,7,9
34755,50,25.9,7.5,9,7,7
34756,15,10.4,6.4,9,6,9
34757,15,15.2,6.4,9,7,9
34758,15,21,6.1,9,7,9
34759,15,21.3,6.1,9,7,9
3476,6831,258.8,12.6,7,7,6
34760,15,17.7,6.1,9,7,9
34761,1,12.4,6.9,9,7,9
34762,18074,19.7,9.8,9,9,9
34763,6245,13,10.6,7,9,8
34764,50,7.3,7.3,9,7,6
34765,40,8.2,0,N,N,N
34766,40,26.8,6.4,9,9,9
34767,100,31.1,7.3,9,8,9
34769,96,16.8,7.9,9,9,8
3477,238,9.4,0,N,N,N
34770,15,18.8,6.1,9,7,8
34771,35,15.2,6.1,9,9,9
34772,35,9.9,6.7,9,7,9
34773,30,27.7,7.5,9,9,9
34774,40,37.1,6.9,9,9,9
34775,15,22.9,7.5,9,9,9
34776,10,7.6,6.1,N,N,N
34777,50,15.2,7.9,9,9,8
34778,500,7.6,11,N,9,9
34779,20,7.6,6.7,9,7,8
3478,200,39.6,9,7,7,5
34780,10,29.9,8.1,9,9,9
34781,50,22.3,7.9,9,9,9
34782,50,24.4,7.9,9,9,9
34783,6162,15.8,18.7,8,9,9
34784,2000,109.9,15.8,9,9,9
34785,30,6.2,6.7,N,N,N
34786,50,13.7,7.6,9,9,9
34787,22169,47.5,34,8,9,9
34788,3905,52.4,11.8,9,9,9
34789,300,39.2,9.3,9,9,9
3479,2331,51.5,11.4,6,6,7
34790,894,30.6,12.8,9,9,9
34791,1403,30.8,12.8,9,9,9
34792,33468,114.5,20.1,7,7,9
34793,1031,42.1,9.3,9,9,9
34794,4441,49.7,17.3,7,7,8
34795,2322,44.5,13,9,9,9
34797,15,27.6,7.6,9,9,9
34798,100,22.9,6.1,9,9,9
34799,50,28.7,6.9,9,9,9
3480,2143,75.9,12.6,7,7,8
34800,3944,14.6,10.6,8,9,9
34801,50,13.7,0,N,N,N
34802,100,22.1,7.4,9,9,9
34803,55,27.4,7.5,9,9,9
34804,100,14.6,0,N,N,N
34805,100,14.6,0,N,N,N
34806,25,24.1,7.5,9,9,9
34807,100,6.5,0,N,N,N
34808,25,31.7,7.5,9,9,9
34809,1500,16.5,0,N,N,N
3481,1638,129.8,12.6,6,6,6
34811,313,55.2,8.1,9,9,9
34812,10,9.1,3.7,7,7,7
34813,230,46.8,8.1,9,9,9
34814,1426,39,9.3,9,9,9
34815,5892,15.3,12.8,8,9,9
34816,35,30.5,7.3,9,9,9
34817,60,8.2,6.4,8,8,9
34818,50,9.1,8.8,7,7,5
34819,6325,135.8,21.6,9,9,9
3482,5666,62.5,12.6,7,6,8
34820,20,10,6.7,9,7,9
34821,15,30.9,7.6,9,9,9
34822,300,11.4,0,N,N,N
34823,200,24.4,7.5,7,7,7
34824,25,14.9,7.4,8,8,8
34825,45016,725.6,17.9,7,7,9
34826,25,10.1,9.2,N,N,N
34827,45943,731,17.9,7,7,9
34828,6535,14.8,8.3,8,9,9
34829,50,10.1,8.2,N,N,N
3483,628,36.9,10.8,7,7,7
34830,3290,27.4,13.4,7,7,7
34831,2373,7.6,0,N,N,N
34832,100,11.3,0,N,N,N
34833,500,6.7,0,N,N,N
34834,200,6.7,0,N,N,N
34835,200,6.7,0,N,N,N
34836,200,9.1,0,N,N,N
34838,1000,6.5,0,N,N,N
34839,100,6.7,0,N,N,N
3484,5832,72.2,17.6,7,7,7
34840,100,6.4,0,N,N,N
34841,1000,28.2,24.1,7,7,8
34842,500,18.8,10.7,7,7,7
34843,1000,7.8,0,N,N,N
34844,15,13,7.5,8,8,9
34845,500,6.2,0,N,N,N
34846,1000,6.3,11,6,6,6
34847,50,9.2,7.3,9,8,9
34848,35,9.8,7,9,9,9
34849,50,22.1,7.5,8,8,8
3485,5832,72.2,17.6,7,7,7
34850,5,8.2,6.1,9,9,9
34851,100,21.8,7.5,9,8,9
34852,20,6.4,0,N,N,N
34853,65,19.8,7.9,9,9,9
34854,20,15.2,6.9,9,9,9
34855,100,40.3,8.2,8,8,9
34856,250,36.6,7.5,7,7,9
34857,35,12.2,7.3,9,9,9
34858,35,27.7,7.5,9,9,9
34859,110,10.2,7.3,N,N,N
3486,50950,8.7,0,N,N,N
34860,500,19.8,7.3,7,8,9
34861,75,19.8,6.1,9,9,9
34862,200,16.2,7.3,9,9,9
34863,100,23.5,5.2,7,7,8
34865,39200,25.6,25.6,9,9,9
34866,50,24.7,8.2,9,9,9
34867,43,21,7.8,9,9,9
34868,3264,121,10,9,9,9
34869,724,54.9,8.1,9,9,9
3487,19436,7.6,0,N,N,N
34870,502,25.6,8.7,8,8,9
34871,595,19.8,8.1,7,9,9
34872,30091,45.4,12.4,8,9,9
34873,30680,45.4,12.4,8,9,9
34874,30077,24.1,12.4,7,9,9
34875,30971,24.1,12.4,8,9,9
34876,40,10.1,6.9,8,7,7
34877,70,20.1,7,8,8,8
34878,50,8.4,6.2,7,7,7
34879,110,12.2,7.1,8,8,7
3488,186,55.2,9,7,7,6
34880,50,11,7.1,9,8,7
34881,40,6.9,5.9,7,7,7
34882,425,7.7,9,N,N,N
34883,45,20.1,7,8,8,8
34884,110,20.1,7,9,8,7
34885,65,20.4,7,8,8,8
34886,110,15.5,7,8,8,8
34887,45,12,9.8,9,9,8
34888,201,30.5,8.5,9,9,9
34889,55,25.9,7.5,9,9,9
3489,4392,12.8,0,N,N,N
34890,15,17.4,7.5,8,8,9
34891,10,17.1,7.5,9,9,9
34892,28159,23.2,15.9,8,9,9
34893,25,15.2,7.9,9,8,8
34894,29611,23.2,15.9,8,9,9
34895,80,12.2,6.4,8,8,8
34896,10,12.2,7.5,9,9,8
34897,30,9.5,8.2,N,N,N
34898,30,11.6,8.6,N,N,N
34899,30,7.8,8.1,N,N,N
3490,4392,14.2,0,N,N,N
34900,39200,44.6,24.5,9,9,9
34901,15,14.5,7.3,9,9,9
34902,205,34.8,8.1,9,9,9
34903,5924,36.3,10.8,8,8,9
34904,10299,106.9,9.9,7,9,9
34905,9168,98.7,12,8,9,9
34906,4,12.2,4.6,6,6,6
34907,4662,115.1,10,7,9,9
34908,458,12.2,8,8,8,8
34909,450,12.1,6.5,7,7,7
34910,7228,12.6,14.8,N,N,N
34911,200,13.1,0,N,N,N
34912,65,7.3,7.3,N,N,N
34913,6000,14,0,N,N,N
34914,100,23.3,8.1,8,9,9
34915,100,22.3,7.5,8,8,8
34916,35,23.6,7.5,8,8,8
34917,50,10.7,4.9,N,N,N
34918,35,7.9,5.3,N,N,N
34919,200,9.4,9.6,N,N,N
3492,7220,74.7,12.6,8,8,9
34920,22,13.1,5.8,9,6,7
34922,10,8.2,5.5,9,7,9
34923,5,15.2,5.5,9,9,9
34924,100,12.3,7.5,9,7,9
34925,10,12.4,6.9,9,7,9
34926,50,6.3,0,N,N,N
34927,1000,8.8,12.2,7,7,7
34928,300,10.5,0,N,N,N
34929,100,7,10.8,8,8,8
3493,8956,1374,10.7,6,6,5
34930,24000,10.9,0,N,N,N
34931,50,10.5,9.8,8,8,8
34932,50,27.9,7.5,9,9,9
34933,998,30.3,8.3,9,9,9
34934,1842,27.3,9.3,9,9,9
34935,902,39.3,8.7,9,9,9
34936,703,27,8.1,9,9,9
34937,2557,52.9,9.3,9,9,9
34938,20208,61.2,24,7,7,8
34939,2033,27.1,8.7,7,8,9
34940,534,13.6,7.3,N,N,N
34941,2503,6.6,8.7,N,N,N
34942,1561,36.9,9.3,7,8,8
34943,35,12.5,8.1,9,9,9
34944,100,14,9.5,9,9,9
34945,5215,85.3,11.8,8,9,9
34946,50,14,9.5,9,9,9
34947,100,46.5,8.1,9,9,9
34948,9300,8.3,0,N,N,N
34949,9300,8.4,0,N,N,N
3495,11946,54.6,12.6,7,7,7
34950,35,46.7,8.1,9,9,9
34951,35,34.3,7.5,9,9,9
34952,25,19.8,7.5,9,9,9
34953,5,22.9,7.5,9,9,9
34954,538,110,8,7,7,7
34955,10,10.7,9.4,N,N,N
34956,20,10.2,7.3,8,8,8
34957,9189,22.1,14.2,9,7,9
34958,510,43.2,8.1,8,9,9
34959,8977,95.9,11.8,7,9,9
3496,11206,91.7,28.9,7,8,7
34960,7504,42.4,19.1,8,9,9
34961,22334,53.3,12.4,9,9,9
34962,23189,53.3,12.4,9,9,9
34963,15,11.9,6.2,8,8,8
34964,15,33.5,4.9,7,9,8
34965,15,6.9,6.2,8,8,7
34966,15,24.7,7.8,9,9,8
34967,20,85.2,7.9,9,9,9
34968,150,32.9,7.9,9,7,9
34969,40,18.4,7.3,9,8,8
3497,23432,1408.2,26.3,6,7,5
34970,100,8.5,0,N,N,N
34971,30,21.9,7.3,9,8,8
34972,100,7.1,0,N,N,N
34973,100,7,0,N,N,N
34974,20,6.8,7.3,N,N,N
34975,100,7.8,0,N,N,N
34976,100,6.8,0,N,N,N
34977,100,6.6,0,N,N,N
34978,100,6.2,0,N,N,N
34979,100,7.6,0,N,N,N
3498,22872,53.9,12,7,7,6
34980,100,8.4,0,N,N,N
34981,100,6.8,0,N,N,N
34982,100,6.2,0,N,N,N
34983,100,6.2,0,N,N,N
34984,100,9,0,N,N,N
34985,100,7.3,0,N,N,N
34986,100,14,7.5,9,9,9
34987,20,22.6,6.1,9,9,8
34988,1170,6.6,13.7,N,N,N
34989,8000,6.3,7.9,N,N,N
3499,1806,15.2,12.6,7,7,8
34990,200,27.4,7.5,9,9,7
34991,10,23.2,6.7,9,7,7
34992,38,31.5,8,9,8,9
34993,5,73.2,7.3,9,9,9
34994,130,19.2,15.8,9,9,9
34995,50,38.7,7.5,9,9,9
34996,5,41.5,6.9,9,9,9
34997,300,17.2,9.1,8,8,8
34998,15,10.7,7.3,N,N,N
34999,45,17.7,6.1,8,8,7
35,850,7,8.8,N,N,N
3500,3710,161.8,12.6,6,6,6
35000,190,19.8,7.3,8,9,9
35001,190,24.4,7.3,9,9,9
35002,190,24.4,7.3,9,9,9
35003,300,12.6,11,7,9,7
35004,1600,36.6,14.3,6,6,6
35005,248,62,8.7,9,9,9
35006,2647,46.9,9.3,9,9,9
35007,458,10,11.6,N,N,N
35008,443,30.3,8.1,8,9,9
35009,1306,52,9.3,8,9,9
3501,1376,20.4,10.2,7,7,8
35010,5,24.4,7.5,9,9,9
35011,15,22.9,7.5,9,9,9
35012,20,12.3,6.2,9,9,9
35013,15,18.3,7.4,9,9,9
35014,500,8.2,0,N,N,N
35015,1000,10.2,0,N,N,N
35016,1,18.1,0,N,N,N
35017,20,10.2,7.3,8,8,8
35018,35,9.1,7.8,9,9,9
35019,100,12.5,7.8,9,9,9
3502,15006,12.1,0,N,N,N
35020,15,22.9,7.4,9,9,9
35021,20,18.3,6.4,9,9,9
35022,15,18.3,6.4,9,9,9
35023,5,16.2,6.1,9,7,9
35024,10,12.3,6.2,9,7,9
35025,10,12.2,6.2,9,7,9
35026,30,12.4,6.2,9,7,9
35027,15,13.7,6.7,9,7,9
35028,35,15.2,7.5,9,9,9
35029,1000,6.1,15.8,N,N,N
3503,74875,51.5,35.2,6,7,7
35030,1300,21.4,10.1,9,8,9
35031,35,66.8,7.9,9,9,9
35032,1070,8.1,15.4,N,N,N
35033,40,25.1,7.5,8,9,9
35034,100,6.9,11.6,N,N,N
35035,10,15.2,6.1,9,9,9
35036,789,94.9,8.7,9,9,9
3504,21362,121,26.1,7,8,8
35042,12857,656.7,23.1,9,9,9
35043,16600,26.8,19.2,7,9,9
35044,9038,69.4,12.1,9,9,9
35045,6273,57.8,26.6,9,9,9
35046,1055,11.8,7.3,N,N,N
35047,300,13.2,0,N,N,N
35048,55,14,7.5,9,9,9
35049,20,9.4,6.9,9,7,9
3505,21362,36,26.1,7,6,6
35050,20,14.8,5.5,9,7,9
35051,50,6.9,0,N,N,N
35052,50,18.7,7.5,9,9,9
35053,5,6.4,0,N,N,N
35054,35,6.4,0,N,N,N
35055,15,6.2,0,N,N,N
35056,15,6.7,0,N,N,N
35057,35,6.2,0,N,N,N
35058,5,15.8,5.5,9,7,9
35059,100,68,7.4,9,9,9
3506,11958,73.2,20,6,6,6
35060,1057,84.2,10.6,9,9,9
35061,3000,34.6,12.8,7,7,8
35062,2567,6.9,8.7,N,N,N
35063,35,6.4,0,N,N,N
35064,35,6.4,0,N,N,N
35065,15,18.3,7.4,9,7,9
3507,166,17,0,N,N,N
35074,21408,53.3,24.6,7,7,9
35075,162,57.9,12.6,7,7,9
35076,400,63.7,10.6,8,7,7
35077,5,15.2,5.5,9,9,9
35078,10,7.1,6.9,9,7,9
35079,100,12.2,7.6,9,9,9
3508,967,45.4,10.8,7,7,6
35080,50,10.1,7.8,9,9,8
35081,400,19.5,7.5,9,9,9
35082,15,31.7,8.1,9,9,9
35083,20,28,7.5,9,9,9
35084,25,21.3,6.2,8,8,8
35085,10,11,6.1,N,N,N
35086,30,42.7,6.9,9,9,9
35087,30,53.3,6.2,9,9,9
35088,25,46.6,8.1,9,9,9
35089,35,28.3,8.1,9,9,9
3509,15375,50.9,13.9,7,7,8
35090,20,11.2,0,N,N,N
35091,1800,10.2,0,N,N,N
35092,25,22.6,7.5,9,9,9
35093,100,98.4,5.9,9,9,9
35094,10,28.2,7.5,9,9,9
351,22446,46,10.2,6,7,7
3510,9749,57.9,15.1,7,5,8
35101,20,42.7,6.2,9,9,9
35105,30,21.3,7.3,9,9,9
35106,50,29.6,7.3,9,9,9
35108,404,22.9,9.3,8,9,6
35109,2000,24.4,7.3,9,9,9
3511,15314,82.9,24.8,7,7,6
35110,10,15.2,7.3,9,9,9
35111,29159,28.5,12.7,9,9,9
35112,30,18.3,8.5,7,7,9
35113,100,7.3,0,N,N,N
35114,100,7.3,0,N,N,N
35115,33940,22.8,15.1,9,9,9
35116,1412,80.7,9.3,9,9,9
35117,373,24.2,8,9,9,9
35119,232,24.2,8.6,9,9,9
3512,1184,43.3,9,6,6,7
35120,1710,63.6,9.3,7,7,8
35121,2704,73,9.9,7,8,9
35122,66824,27.2,25.2,9,9,9
35124,5954,45.3,20.7,9,9,9
35125,30,50.3,7.9,9,9,9
35126,15,42.7,7.5,9,9,9
35127,995,18.3,8.1,9,9,9
35128,112,19.8,8.1,8,8,8
35129,10,21.3,7.5,9,9,9
3513,5986,48.8,14.4,7,7,7
35130,100,33.5,7.8,9,9,9
35131,20,29,7.5,9,9,9
35132,8057,12.6,12.6,8,9,9
35134,40,28,8.1,9,9,9
35135,2527,20.4,14.2,7,8,8
35136,35,9.1,6.9,9,9,9
35137,15000,13.1,18.4,8,8,8
35138,20,37.8,7.5,9,9,9
35139,55,25,6.9,9,9,9
3514,16875,82.9,14.2,7,7,7
35140,25,19,8.3,9,8,9
35141,1164,14.6,11.3,9,9,7
35142,426,110.8,9.2,9,9,9
35143,70,21.4,7.3,8,8,8
35144,20,7.2,6.9,9,7,8
35145,40,10.1,6.9,9,7,9
35146,20,7.2,6.8,9,7,9
35147,380,62.1,8.1,7,9,9
35148,34958,21.9,16.1,9,9,9
35149,90,10.5,13.1,N,N,N
3515,4774,117,13,6,7,5
35150,50,15.2,7.5,8,7,8
35151,20,9.2,6.9,9,7,7
35152,20,10.4,6.9,9,7,7
35153,20,6.2,6.3,9,7,7
35154,34698,27.7,12.7,9,9,9
35155,40,6.1,0,N,N,N
35156,25,10.1,6.1,8,8,8
35157,30,18.4,7.5,9,8,9
35158,35,57.2,8.1,9,9,9
35159,35,58.8,7.5,9,9,9
3516,9355,68.9,18.3,6,6,6
35160,100,19.4,8.1,9,9,9
35161,100,113.7,14,5,5,6
35162,1600,143.6,9.4,9,9,9
35163,25,26.7,6.9,9,9,9
35164,200,32.9,7.3,8,9,9
35165,100,30.1,6.2,9,9,9
35166,25,18.3,7.5,9,9,9
35167,35,9.1,7.8,9,9,9
35168,200,9.8,6.1,9,9,9
35169,79078,74.1,21.3,7,8,7
35170,100,67.7,7.3,9,9,9
35171,25,79.2,7.5,9,9,9
35172,31325,14.8,18.3,N,N,N
35173,1430,13.5,28.1,N,N,N
35174,151,6.4,6.1,1,1,1
35175,200,76.7,16.7,9,9,9
35176,332,76.2,9,9,9,9
35177,1478,28.5,9.3,9,9,9
35178,25,10.1,7.3,9,9,9
35179,1013,26.1,9.3,9,7,9
3518,7606,10.5,0,N,N,N
35180,200,13.7,0,N,N,N
35181,200,10.1,7.5,8,8,8
35182,4122,54.4,22.5,9,7,9
35183,7034,29,8.8,8,8,8
35184,10,28,7.5,9,9,9
35185,45,24.1,7.3,9,9,9
35186,20,30.5,7.5,9,9,9
35187,3450,6.4,9.6,N,N,N
35188,20,7.5,11.1,N,N,N
35189,30,12.2,8.3,N,N,N
3519,14086,11.5,0,N,N,N
35190,800,12.4,17.1,N,N,N
35191,800,10.5,12.2,N,N,N
35192,800,6.7,12.2,N,N,N
35193,100,14.2,4.9,9,9,9
35195,3357,75.4,10.6,9,9,9
35196,620,23.4,8.7,9,9,9
35197,235,33.4,8.1,9,9,9
35198,1189,29.1,9.3,9,9,9
35199,1396,32.8,8.1,9,9,9
352,22446,47.5,13,6,8,5
3520,600,65.8,9,7,6,7
35200,31576,166.1,19.1,9,9,9
35201,190,24.2,7.9,9,9,9
35202,190,29.1,7.9,9,9,9
35203,190,52,7.9,9,9,9
35204,35,25.9,7.3,7,7,8
35205,50,6.7,5.9,N,N,N
35206,50,6.7,5.9,N,N,N
35207,5192,10.3,19,N,N,N
35208,345,7.3,0,N,N,N
35209,500,7,0,N,N,N
3521,7258,8.3,0,N,N,N
35210,120,6.7,0,N,N,N
35211,560,6.7,0,N,N,N
35212,1683,7.9,14.8,N,N,N
35213,10,7.3,0,N,N,N
35214,600,6.6,0,N,N,N
35215,30,10.9,6.9,9,7,9
35216,35,12.8,7.3,9,7,9
35217,685,7.9,8.4,N,N,N
35218,25,6.9,6.2,9,7,9
35219,457,10.2,6.9,N,N,N
3522,15674,108.8,26.1,7,8,7
35220,100,9.3,7.3,8,8,8
35221,49510,125,21.7,9,9,9
35222,48340,123.7,21.7,9,9,9
35223,782,18.3,6.7,N,N,N
35224,1026,37.8,10.8,9,9,9
35225,1026,37.7,10.6,9,9,9
35226,2409,77.3,9.3,9,9,9
35227,185,27,8.1,9,9,9
35228,519,39.2,8.1,9,9,9
35229,519,34,8.7,9,9,9
3523,1182,67.7,10.8,7,7,6
35230,107,35.2,8.1,9,9,9
35231,250,11,0,N,N,N
35233,17579,48.5,11.7,9,9,9
35237,2800,399,8.7,9,9,9
35238,100,8.9,0,N,N,N
35239,15,15.2,5.6,8,8,8
3524,392,10.1,0,N,N,N
35240,15,38.7,5.5,9,8,7
35241,40,53.9,6.5,9,8,8
35242,5000,9.6,0,N,N,N
35243,100,25.9,9.1,8,9,7
35244,1500,10.7,0,N,N,N
35245,35,12.2,7.3,9,9,9
35246,35,22.1,7.5,9,9,9
35247,100,9.8,12.8,N,N,N
35248,400,53.4,10,9,9,9
35249,1430,44.7,10,9,9,9
3525,392,10.2,0,N,N,N
35250,146,9.4,0,N,N,N
35251,146,39.3,10.6,6,8,6
35252,1925,91.3,10.6,9,9,9
35253,254,8.5,7.3,N,N,N
35254,2758,8.9,12.2,N,N,N
35255,6120,113.7,21.3,7,7,7
35257,200,8.2,6.1,N,N,N
3526,356,38.7,9,7,7,7
35261,100,28.7,8.1,9,9,9
35263,965,6.7,8.2,N,N,N
35264,965,11.3,9,N,N,N
35265,9807,57.1,22.6,9,9,9
35266,1179,12.8,12.2,8,9,9
35267,632,11.9,7.6,N,N,N
35268,20,9.4,6.8,9,7,9
35269,30,13.7,9.8,8,8,8
3527,1562,56.4,10.8,7,7,6
35270,125,61,7.9,9,9,9
35271,10,13.5,8.7,N,N,N
35272,35,19.8,7.3,9,9,9
35273,372,7.3,27,N,N,N
35274,11990,780.3,17.6,9,9,9
35275,150,6.1,6.6,N,N,N
35276,50,13.7,6.7,9,9,9
35277,50,14,5.9,9,9,9
35278,50,8.8,6.7,9,9,9
35279,50,11,5.9,9,9,9
3528,12021,60.4,22.4,5,6,7
35280,3000,25.5,16.5,8,8,9
35281,50,35.4,7.4,9,9,9
35282,1000,23.8,11.1,9,9,9
35283,5,6.7,6.6,9,9,6
35284,15,17.4,7.6,9,9,9
35285,50,8.1,7.5,9,7,9
35286,60,18.6,7.5,9,9,9
35287,35,16.8,7.3,9,9,9
35288,20,7.6,7.4,9,9,9
35289,15,19.8,7.3,9,9,9
3529,6522,97.8,12.6,7,7,7
35290,29920,23.5,23.2,9,9,9
35291,30,6.3,6.6,8,8,8
35292,15,6.8,0,N,N,N
35293,100,13.1,7.3,9,9,9
35294,200,18.9,9.3,9,9,9
35295,600,54.9,7.6,9,9,9
35296,35,12.2,7.3,9,9,9
35297,9848,6.4,0,N,N,N
35298,50,20.6,7.5,9,9,9
35299,2081,17.1,17.1,9,9,8
353,444,64.9,7.5,6,5,5
3530,12743,39.3,13,7,7,8
35300,30386,51.1,32.3,8,8,9
35301,160,24.7,10,8,7,8
35302,50,34.4,7.5,9,9,9
35303,182,29.1,10,9,8,8
35304,35,22.9,7.3,9,9,9
35305,5,27.9,8.1,9,9,9
35306,30,28,7.5,9,9,9
35307,500,13.6,9.8,9,9,8
35308,65,8.7,7.5,9,9,9
35309,35,21.6,7.8,9,9,9
3531,9982,46,12,7,7,7
35310,812,38,7.9,9,9,9
35311,10,7.3,0,N,N,N
35312,35,19.2,7.8,9,9,9
35313,100,9.1,5.5,9,9,8
35314,10,14.5,7.5,9,9,9
35315,35,21.3,7.3,9,9,9
35316,30,13.7,7.3,9,9,9
35317,100,22.9,7.3,9,9,9
35318,15,8.2,0,N,N,N
35319,35,19.8,7.3,9,9,9
35320,50,31.4,8.1,9,9,9
35321,1042,117.6,8.8,9,9,9
35322,15,13.7,7.3,9,9,9
35323,20,54.9,7.5,9,9,9
35324,15,43.9,8.3,9,9,9
35325,100,61.8,8.1,9,9,9
35326,96,24.1,14.2,6,6,6
35327,17,22.3,7.5,9,9,9
35328,20,38.4,7.8,9,9,9
35329,243,40.7,8.1,9,9,9
35330,41550,45.1,16.1,9,9,9
35331,100,15.8,7.7,9,9,9
35334,15,23.5,8.1,9,9,9
35335,34962,43.2,16.1,9,9,9
